,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY
6666,Residential Apartment,Hyderabad,1,3.0,2,4,5,14,7099.0,2215.0,15700000.0,1,5,3,Manikonda,17.413956,78.408351,Luxury
6667,Independent House/Villa,Hyderabad,1,4.0,4,3,2,2,25000.0,4000.0,100000000.0,2,2,4,Manikonda,17.4295317,78.41266,Luxury
6668,Independent House/Villa,Hyderabad,0,4.0,4,4,1,3,444.0,4050.0,200000.0,2,3,4,Manikonda,17.4295317,78.41266,Luxury
6669,Residential Apartment,Hyderabad,0,3.0,1,3,6,30,36.0,2075.0,75000.0,1,8,3,Manikonda,17.4653875,78.478036,Luxury
6670,Residential Apartment,Hyderabad,1,3.0,2,4,6,25,10032.0,1545.0,15500000.0,2,17,3,Manikonda,17.51441,78.46951,Luxury
6671,Independent House/Villa,Hyderabad,1,4.0,2,3,5,2,7511.0,2130.0,16000000.0,3,2,4,Manikonda,17.5179636,78.3813785,Luxury
6672,Independent House/Villa,Hyderabad,1,3.0,2,3,6,2,8389.0,2384.0,20000000.0,3,2,3,Manikonda,17.4876857,78.5483395,Luxury
6673,Residential Apartment,Hyderabad,0,3.0,1,3,1,6,31.0,1900.0,60000.0,1,4,3,Manikonda,17.50107,78.59508,Luxury
6676,Residential Apartment,Hyderabad,0,3.0,1,3,1,31,36.0,1834.0,67000.0,1,5,3,Manikonda,17.474201,78.513363,Luxury
6677,Residential Apartment,Hyderabad,0,2.0,4,1,1,9,34.0,1310.0,45000.0,2,7,2,Manikonda,17.474201,78.513363,Luxury
6678,Residential Apartment,Hyderabad,0,3.0,4,3,1,19,27.0,1610.0,44000.0,1,15,3,Manikonda,17.620662,77.953509,Luxury
6679,Residential Apartment,Hyderabad,0,3.0,4,1,1,26,32.0,2780.0,90000.0,1,13,3,Manikonda,17.4595137,78.5021861,Luxury
6680,Residential Apartment,Hyderabad,0,2.0,4,4,1,15,27.0,1280.0,35000.0,1,9,2,Manikonda,17.4595137,78.5021861,Luxury
6682,Residential Apartment,Hyderabad,1,2.0,2,4,6,9,5799.0,1205.0,698800000.0,1,4,2,Manikonda,17.4164707,78.4382469,Luxury
6683,Residential Apartment,Hyderabad,0,3.0,1,3,6,25,40.0,1865.0,75000.0,2,9,3,Manikonda,17.413956,78.408351,Luxury
6684,Residential Apartment,Hyderabad,0,3.0,4,3,6,35,30.0,1993.0,60000.0,1,11,3,Manikonda,17.3561,78.5333,Luxury
6685,Residential Apartment,Hyderabad,0,3.0,4,4,6,35,33.0,1742.0,58000.0,1,18,3,Manikonda,17.442396,78.478608,Luxury
6686,Independent House/Villa,Hyderabad,0,4.0,4,3,1,3,26.0,4200.0,1100000.0,2,3,4,Manikonda,17.44704,78.50547,Luxury
6687,Residential Apartment,Hyderabad,1,2.0,0,4,1,14,9000.0,1360.0,12200000.0,1,8,2,Manikonda,17.426833,78.534737,Luxury
6688,Residential Apartment,Hyderabad,1,3.0,0,3,1,14,9000.0,1795.0,16200000.000000002,2,12,3,Manikonda,17.437288,78.45913,Luxury
6689,Residential Apartment,Hyderabad,4,3.0,2,3,6,15,9670.0,2275.0,22000000.0,1,10,3,Manikonda,17.447653,78.513941,Luxury
6691,Independent House/Villa,Hyderabad,0,4.0,4,4,1,3,21.0,4200.0,90000.0,2,3,4,Manikonda,17.4454752,78.5140556,Luxury
6692,Residential Apartment,Hyderabad,1,3.0,2,4,6,22,9255.0,1545.0,14300000.0,1,16,3,Manikonda,17.4458134,78.4022389,Luxury
6693,Residential Apartment,Hyderabad,0,3.0,1,3,1,35,43.0,1742.0,75000.0,2,27,3,Manikonda,17.445288,78.401505,Luxury
6694,Residential Apartment,Hyderabad,0,3.0,4,3,1,35,24.0,2530.0,63000.0,1,10,3,Manikonda,17.445288,78.401505,Luxury
6696,Independent House/Villa,Hyderabad,0,4.0,1,3,2,2,37.0,4500.0,1700000.0,2,2,4,Manikonda,17.445288,78.401505,Luxury
6697,Independent House/Villa,Hyderabad,0,4.0,4,3,1,2,59.0,4200.0,2500000.0,2,2,4,Manikonda,17.423714,78.458405,Luxury
6698,Residential Apartment,Hyderabad,1,2.0,2,1,6,5,4913.0,1150.0,56500000.0,2,3,2,Manikonda,17.423714,78.458405,Luxury
6699,Residential Apartment,Hyderabad,0,3.0,4,3,2,18,21.0,2540.0,55000.0,1,8,3,Manikonda,17.426444,78.45126,Luxury
6700,Residential Apartment,Hyderabad,0,3.0,4,4,6,32,28.0,2235.0,65000.0,1,20,3,Manikonda,17.07139,78.205312,Luxury
6701,Residential Apartment,Hyderabad,0,3.0,4,4,1,17,27.0,1835.0,55000.0,1,10,3,Manikonda,17.07139,78.205312,Luxury
6702,Residential Apartment,Hyderabad,1,3.0,2,3,5,21,7200.0,2400.0,18100000.0,2,18,3,Manikonda,17.443354,78.182044,Luxury
6703,Independent House/Villa,Hyderabad,0,4.0,1,3,6,3,347.0,2070.0,80000.0,2,3,4,Manikonda,17.42169,78.21842,Luxury
6704,Residential Apartment,Hyderabad,0,3.0,4,4,1,20,33.0,1505.0,50000.0,1,18,3,Manikonda,17.443354,78.182044,Luxury
6705,Residential Apartment,Hyderabad,0,3.0,4,3,6,19,38.0,2215.0,85000.0,1,11,3,Manikonda,17.42169,78.21842,Luxury
6706,Independent House/Villa,Hyderabad,1,4.0,2,3,1,3,171428.0,3150.0,60000000.0,3,3,4,Manikonda,17.42169,78.21842,Luxury
6707,Residential Apartment,Hyderabad,1,3.0,2,4,6,21,11589.0,2390.0,27700000.0,2,14,3,Manikonda,17.6197,78.082693,Luxury
6708,Independent House/Villa,Hyderabad,0,4.0,4,4,1,3,31.0,3223.0,100000.0,2,3,4,Manikonda,17.42169,78.21842,Luxury
6709,Independent House/Villa,Hyderabad,1,4.0,2,3,6,3,18000.0,4159.0,74900000.0,2,3,4,Manikonda,17.71607,78.52229,Luxury
6710,Residential Apartment,Hyderabad,1,3.0,1,4,1,25,11734.0,1960.0,23000000.0,1,3,3,Manikonda,17.6197,78.082693,Luxury
6711,Residential Apartment,Hyderabad,1,3.0,4,3,6,20,12169.0,1890.0,23000000.0,3,13,3,Manikonda,17.42169,78.21842,Luxury
6712,Residential Apartment,Hyderabad,1,3.0,2,3,1,21,11000.0,1825.0,20100000.0,2,11,3,Manikonda,17.07139,78.205312,Luxury
6713,Residential Apartment,Hyderabad,1,3.0,2,3,1,15,11000.0,1700.0,18700000.0,2,12,3,Manikonda,17.443354,78.182044,Luxury
6714,Residential Apartment,Hyderabad,1,3.0,2,4,1,20,12000.0,1490.0,17900000.0,1,11,3,Manikonda,17.42169,78.21842,Luxury
6715,Residential Apartment,Hyderabad,1,3.0,2,3,1,31,11000.0,1834.0,20200000.0,1,12,3,Manikonda,17.42169,78.21842,Luxury
6716,Residential Apartment,Hyderabad,1,3.0,2,4,1,25,10000.0,1510.0,15100000.0,1,13,3,Manikonda,17.07139,78.205312,Luxury
6717,Residential Apartment,Hyderabad,1,3.0,2,3,1,15,11000.0,1695.0,18600000.0,2,9,3,Manikonda,18.918019,78.618547,Luxury
6718,Residential Apartment,Hyderabad,1,2.0,2,3,1,20,12000.0,1295.0,15500000.0,1,7,2,Manikonda,16.985875,78.499864,Luxury
6719,Residential Apartment,Hyderabad,1,3.0,2,4,1,21,11000.0,2170.0,23900000.0,2,12,3,Manikonda,17.4639176,78.6242289,Luxury
6720,Residential Apartment,Hyderabad,1,3.0,2,3,5,20,5800.0,1981.0,11500000.0,2,11,3,Manikonda,17.4639176,78.6242289,Luxury
6721,Residential Apartment,Hyderabad,1,3.0,4,4,1,20,11428.0,1505.0,17200000.0,1,19,3,Manikonda,17.42169,78.21842,Luxury
6722,Residential Apartment,Hyderabad,0,3.0,1,4,1,25,39.0,1560.0,62000.0,1,7,3,Manikonda,17.42169,78.21842,Luxury
6724,Residential Apartment,Hyderabad,1,3.0,2,1,6,10,9000.0,2160.0,19400000.0,2,2,3,Manikonda,17.42169,78.21842,Luxury
6726,Residential Apartment,Hyderabad,1,3.0,2,4,1,14,7384.0,1801.0,13300000.0,2,5,3,Manikonda,17.148279,78.28801,Luxury
6727,Residential Apartment,Hyderabad,0,4.0,4,4,1,3,21.0,4000.0,85000.0,2,3,4,Manikonda,17.07139,78.205312,Luxury
6728,Residential Apartment,Hyderabad,0,2.0,4,3,1,35,34.0,1238.0,43000.0,1,1,2,Manikonda,17.07139,78.205312,Luxury
6729,Residential Apartment,Hyderabad,0,3.0,4,3,6,25,26.0,1875.0,50000.0,1,3,3,Manikonda,17.509668,78.196121,Luxury
6730,Independent House/Villa,Hyderabad,1,4.0,2,4,6,3,202205.0,2448.0,55000000.0,3,3,4,Manikonda,17.07139,78.205312,Luxury
6731,Independent House/Villa,Hyderabad,1,4.0,2,0,5,2,7500.0,3737.0,28000000.0,2,2,4,Manikonda,17.509668,78.196121,Luxury
6732,Independent House/Villa,Hyderabad,0,4.0,4,4,1,2,40.0,5500.0,22500000.0,2,2,4,Manikonda,17.509668,78.196121,Luxury
6735,Residential Apartment,Hyderabad,1,3.0,2,3,6,10,9000.0,2125.0,19100000.0,2,6,3,Manikonda,17.509668,78.196121,Luxury
6736,Residential Apartment,Hyderabad,1,3.0,4,7,1,5,11085.0,3473.0,38500000.0,2,5,3,Manikonda,17.509668,78.196121,Luxury
6737,Residential Apartment,Hyderabad,0,3.0,1,3,1,19,26.0,2800.0,75000.0,2,9,3,Manikonda,17.509668,78.196121,Luxury
6739,Residential Apartment,Hyderabad,1,3.0,2,4,6,32,15583.0,1585.0,24700000.000000004,1,27,3,Manikonda,17.509668,78.196121,Luxury
6742,Residential Apartment,Hyderabad,0,3.0,4,3,1,35,23.0,2595.0,60000.0,2,4,3,Manikonda,17.443855,78.250431,Luxury
6743,Residential Apartment,Hyderabad,1,3.0,2,3,1,32,10514.0,2235.0,23500000.0,1,23,3,Manikonda,17.443855,78.250431,Luxury
6744,Residential Apartment,Hyderabad,0,3.0,4,3,1,32,28.0,1957.0,55000.0,1,21,3,Manikonda,17.443354,78.182044,Luxury
6745,Independent House/Villa,Hyderabad,0,5.0,4,4,1,3,55.0,6300.0,3500000.0,2,3,5,Manikonda,17.443855,78.250431,Luxury
6746,Independent House/Villa,Hyderabad,0,4.0,4,3,1,2,55.0,4500.0,2500000.0,2,2,4,Manikonda,17.443354,78.182044,Luxury
6747,Residential Apartment,Hyderabad,0,3.0,1,1,6,10,28.0,2525.0,73000.0,2,5,3,Manikonda,17.443354,78.182044,Luxury
6748,Residential Apartment,Hyderabad,0,3.0,1,0,1,31,38.0,1925.0,75000.0,2,8,3,Manikonda,17.443354,78.182044,Luxury
6749,Residential Apartment,Hyderabad,0,3.0,1,0,1,30,34.0,2018.0,70000.0,1,25,3,Manikonda,17.443354,78.182044,Luxury
6750,Residential Apartment,Hyderabad,0,3.0,4,0,1,35,16.0,4070.0,66000.0,2,13,3,Manikonda,17.443354,78.182044,Luxury
6751,Residential Apartment,Hyderabad,0,3.0,4,3,1,35,16.0,4070.0,68000.0,2,23,3,Manikonda,17.443354,78.182044,Luxury
6752,Residential Apartment,Hyderabad,0,3.0,4,4,1,22,28.0,2300.0,65000.0,1,16,3,Manikonda,17.516623,78.226869,Luxury
6753,Residential Apartment,Hyderabad,1,2.0,2,5,5,17,5596.0,1215.0,6800000.0,1,8,2,Manikonda,17.516623,78.226869,Luxury
6755,Independent House/Villa,Hyderabad,0,4.0,4,3,1,2,33.0,4500.0,1500000.0,2,2,4,Manikonda,17.516623,78.226869,Luxury
6756,Residential Apartment,Hyderabad,0,2.0,1,5,1,5,38.0,1300.0,50001.0,1,4,2,Manikonda,17.443855,78.250431,Luxury
6757,Residential Apartment,Hyderabad,0,3.0,1,3,1,5,28.0,1725.0,49000.0,1,4,3,Manikonda,17.4639176,78.6242289,Luxury
6758,Residential Apartment,Hyderabad,0,2.0,4,4,1,5,25.0,1250.0,32000.0,1,4,2,Manikonda,17.07139,78.205312,Budget
6759,Residential Apartment,Hyderabad,0,3.0,4,3,1,15,29.0,2100.0,62000.0,2,8,3,Manikonda,17.4639176,78.6242289,Luxury
6760,Residential Apartment,Hyderabad,0,3.0,4,3,1,5,21.0,1600.0,35000.0,1,2,3,Manikonda,17.07139,78.205312,Luxury
6761,Residential Apartment,Hyderabad,0,3.0,1,3,1,15,33.0,2214.0,75000.0,2,12,3,Manikonda,17.4386065,78.470718,Luxury
6762,Residential Apartment,Hyderabad,0,3.0,4,4,1,15,35.0,1825.0,65000.0,2,6,3,Manikonda,17.449237,78.5007657,Luxury
6763,Residential Apartment,Hyderabad,1,2.0,2,3,5,5,6000.0,1300.0,7800000.0,1,2,2,Manikonda,17.26185,78.54462,Luxury
6764,Independent House/Villa,Secunderabad,1,3.0,1,2,2,2,139097.0,1197.0,18500000.0,2,2,3,Manikonda,17.26185,78.54462,Semi-luxury
6765,Residential Apartment,Hyderabad,0,3.0,4,1,5,15,32.0,1700.0,55000.0,2,8,3,Manikonda,17.26185,78.54462,Luxury
6766,Residential Apartment,Hyderabad,0,3.0,4,0,1,22,18.0,2500.0,45000.0,3,13,3,Manikonda,78.48667,17.38504,Luxury
6767,Independent House/Villa,Hyderabad,0,4.0,4,3,6,2,28.0,5990.0,1700000.0,2,2,4,Manikonda,17.427164,78.44375,Luxury
6768,Independent House/Villa,Secunderabad,1,4.0,2,3,1,3,136363.0,990.0,15000000.0,2,3,4,Manikonda,17.427164,78.44375,Semi-luxury
6770,Independent House/Villa,Hyderabad,0,4.0,1,4,1,2,45.0,4000.0,1800000.0,2,2,4,Manikonda,17.42169,78.21842,Luxury
6771,Independent House/Villa,Secunderabad,1,4.0,2,4,1,3,145454.0,990.0,16000000.0,2,3,4,Manikonda,17.42169,78.21842,Budget
6772,Independent House/Villa,Secunderabad,1,4.0,2,3,1,3,136363.0,990.0,15000000.0,3,3,4,Manikonda,17.42169,78.21842,Semi-luxury
6773,Residential Apartment,Hyderabad,0,3.0,4,3,6,5,21.0,3200.0,70000.0,2,1,3,Manikonda,17.42169,78.21842,Luxury
6774,Residential Apartment,Secunderabad,1,2.0,4,3,1,3,5819.0,1031.0,6000000.0,1,2,2,Manikonda,17.42169,78.21842,Semi-luxury
6775,Residential Apartment,Secunderabad,1,2.0,2,3,1,4,4827.0,1160.0,5600000.0,1,3,2,Manikonda,17.42169,78.21842,Semi-luxury
6777,Residential Apartment,Hyderabad,1,3.0,2,3,6,33,11540.0,1993.0,23000000.0,1,26,3,Manikonda,17.4639176,78.6242289,Luxury
6778,Residential Apartment,Hyderabad,0,4.0,1,3,1,5,22.0,3500.0,80000.0,1,4,4,Manikonda,17.4639176,78.6242289,Luxury
6779,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,10100.0,2384.0,20200000.0,2,2,3,Manikonda,17.4639176,78.6242289,Luxury
6783,Residential Apartment,Hyderabad,1,3.0,2,3,1,36,20000.0,2680.0,53600000.0,1,14,3,Manikonda,17.4639176,78.6242289,Luxury
6784,Residential Apartment,Hyderabad,1,3.0,2,1,1,36,20000.0,2595.0,51900000.00000001,1,12,3,Manikonda,17.4639176,78.6242289,Luxury
6785,Residential Apartment,Hyderabad,1,3.0,2,3,1,21,12197.0,2025.0,24700000.000000004,2,15,3,Manikonda,17.4639176,78.6242289,Luxury
6786,Residential Apartment,Hyderabad,1,3.0,2,4,1,10,9500.0,1765.0,16800000.0,2,6,3,Manikonda,17.07139,78.205312,Luxury
6787,Residential Apartment,Hyderabad,1,3.0,2,1,1,10,9500.0,1915.0,18200000.0,2,8,3,Manikonda,17.07139,78.205312,Luxury
6788,Residential Apartment,Hyderabad,1,3.0,2,4,1,10,9500.0,1715.0,16299999.999999998,2,5,3,Manikonda,17.07139,78.205312,Luxury
6792,Residential Apartment,Hyderabad,0,3.0,4,4,1,20,21.0,2230.0,48000.0,1,14,3,Manikonda,17.07139,78.205312,Luxury
6793,Residential Apartment,Hyderabad,0,3.0,1,4,6,25,26.0,2500.0,65000.0,2,20,3,Manikonda,17.07139,78.205312,Luxury
6794,Residential Apartment,Hyderabad,0,3.0,1,3,6,23,26.0,2100.0,55000.0,2,19,3,Manikonda,17.07139,78.205312,Luxury
6795,Independent House/Villa,Hyderabad,1,4.0,2,5,5,1,12000.0,3000.0,36000000.0,2,1,4,Manikonda,17.6197,78.082693,Luxury
6796,Residential Apartment,Hyderabad,1,3.0,2,3,1,21,12000.0,2170.0,26000000.0,2,15,3,Manikonda,17.07139,78.205312,Luxury
6797,Residential Apartment,Hyderabad,1,3.0,2,3,1,21,12000.0,1825.0,21900000.0,2,5,3,Manikonda,17.6197,78.082693,Luxury
6798,Residential Apartment,Hyderabad,1,3.0,2,4,1,32,10730.0,1957.0,21000000.0,2,25,3,Manikonda,17.6197,78.082693,Luxury
6799,Residential Apartment,Hyderabad,1,3.0,2,4,1,25,10543.0,1565.0,15500000.0,2,20,3,Manikonda,17.620662,77.953509,Luxury
6800,Residential Apartment,Hyderabad,1,3.0,2,3,1,25,11967.0,1855.0,22200000.000000004,2,14,3,Manikonda,17.6197,78.082693,Luxury
6803,Residential Apartment,Hyderabad,1,3.0,2,4,1,32,12000.0,1957.0,23500000.0,1,8,3,Manikonda,16.985875,78.499864,Luxury
6806,Residential Apartment,Hyderabad,1,2.0,0,4,1,25,11000.0,1275.0,14000000.0,1,8,2,Manikonda,17.4653875,78.478036,Luxury
6807,Residential Apartment,Hyderabad,1,2.0,0,3,1,25,11000.0,1305.0,14400000.0,2,8,2,Manikonda,17.47078,78.30668,Luxury
6808,Residential Apartment,Hyderabad,1,3.0,2,3,1,32,11000.0,1957.0,21500000.0,1,12,3,Manikonda,17.4011618,78.37569,Luxury
8058,Residential Apartment,Gurgaon,1,4.0,4,1,2,26,8766.0,3434.0,26300000.0,4,14,4,Sector 84,28.4065341,76.9627918,Luxury
8059,Residential Apartment,Gurgaon,1,4.0,4,1,1,29,21176.0,2870.0,36000000.0,3,7,4,Sector 81,28.3889069,76.9513279,Luxury
8060,Residential Apartment,Gurgaon,0,3.0,1,4,1,17,43.0,1950.0,85000.0,2,7,3,Sector 66,28.401406,77.050549,Luxury
8061,Residential Apartment,Gurgaon,1,3.0,4,0,1,28,13740.0,2802.0,38500000.0,3,14,3,Sector 112,28.518677,77.015115,Luxury
8062,Residential Apartment,Gurgaon,0,3.0,4,6,1,27,17.0,2290.0,40000.0,4,12,4,Sector 104,28.47844,76.98611,Luxury
8063,Residential Apartment,Gurgaon,1,3.0,4,2,1,27,8515.0,2290.0,19500000.0,4,4,3,Sector 104,28.47844,76.98611,Luxury
8064,Residential Apartment,Gurgaon,0,4.0,4,8,1,27,14.0,3150.0,45000.0,4,7,4,Sector 104,28.47844,76.98611,Luxury
8065,Residential Apartment,Gurgaon,1,2.0,2,3,6,30,11571.0,1400.0,16200000.000000002,3,12,2,Sector 74,28.4164,77.01262,Luxury
8067,Independent/Builder Floor,Gurgaon,1,3.0,4,6,1,3,72607.0,2727.0,22000000.0,3,0,3,Sector 102,28.474861,76.976292,Luxury
8069,Residential Apartment,Gurgaon,1,4.0,4,5,1,39,15463.0,4850.0,75000000.0,4,39,4,Sector 60,28.39988,77.09654,Luxury
8070,Residential Apartment,Gurgaon,1,2.0,2,3,6,30,11428.0,1400.0,16000000.0,3,16,2,Sector 74,28.4164,77.01262,Luxury
8071,Residential Apartment,Gurgaon,0,3.0,4,4,1,17,35.0,1950.0,70000.0,2,0,3,Sector 66,28.401406,77.050549,Luxury
8072,Residential Apartment,Gurgaon,1,3.0,4,4,1,17,23648.0,1950.0,35000000.0,2,4,3,Sector 66,28.401406,77.050549,Luxury
8074,Residential Apartment,Gurgaon,1,5.0,4,0,1,21,11597.0,3880.0,45000000.0,4,14,4,Sector 110,28.501365,77.010746,Luxury
8075,Residential Apartment,Gurgaon,1,3.0,4,0,1,20,7159.0,2165.0,15500000.0,3,1,3,Sector 109,28.51337,77.007362,Luxury
8076,Residential Apartment,Gurgaon,1,3.0,0,0,1,14,9382.0,2025.0,19000000.0,3,10,3,Sector 102,28.479934,76.969137,Luxury
8077,Residential Apartment,Gurgaon,1,3.0,4,0,1,14,9500.0,2000.0,19000000.0,3,2,3,Sector 102,28.479934,76.969137,Luxury
8078,Residential Apartment,Gurgaon,1,3.0,4,5,1,42,20370.0,2430.0,49500000.0,4,33,3,Sector 65,28.3998268,77.0610017,Luxury
8079,Residential Apartment,Gurgaon,1,2.0,4,3,1,14,10699.0,1215.0,13000000.0,3,8,2,Sector 102,28.479276836122,76.976094508889,Luxury
8080,Independent/Builder Floor,Gurgaon,1,3.0,4,4,5,4,12105.0,1250.0,11500000.0,2,2,3,Sector 37D,28.440761,76.972101,Luxury
8081,Residential Apartment,Gurgaon,1,3.0,4,0,5,36,12612.0,1665.0,21000000.0,3,12,3,Sector 113,28.522621253811,77.025486549749,Luxury
8082,Residential Apartment,Gurgaon,1,4.0,4,1,1,17,17517.0,3625.0,63500000.0,2,5,4,Sector 66,28.4015851,77.0497516,Luxury
8083,Residential Apartment,Gurgaon,1,3.0,1,3,6,21,16000.0,2200.0,35600000.0,2,7,3,Sector 111,28.519268,77.027259,Luxury
8084,Residential Apartment,Gurgaon,1,3.0,1,3,6,21,13000.0,1700.0,22500000.0,2,2,3,Sector 111,28.519268,77.027259,Luxury
8085,Residential Apartment,Gurgaon,1,3.0,4,5,1,40,18138.0,3363.0,61000000.0,2,9,3,Sector 65,28.401137,77.064929,Luxury
8086,Residential Apartment,Gurgaon,0,4.0,4,1,1,14,31.0,2690.0,85000.0,4,6,4,Sector 61,28.41474,77.09192,Luxury
8087,Independent/Builder Floor,Gurgaon,1,3.0,0,3,6,4,93023.0,1935.0,20000000.0,2,4,3,Block B Sushant Lok Phase - 3,28.42093,77.08117,Luxury
8088,Residential Apartment,Gurgaon,1,3.0,4,4,6,32,16550.0,2567.0,42500000.0,3,10,3,Sector 62,28.40356,77.085012,Luxury
8089,Residential Apartment,Gurgaon,1,3.0,4,6,1,12,15158.0,2045.0,31000000.0,2,5,3,Sector 60,28.39988,77.09654,Luxury
8090,Independent House/Villa,Gurgaon,1,3.0,4,5,5,4,9771.0,1535.0,15000000.0,3,4,2,Sector 37D,28.439540901931,76.969755011392,Luxury
8091,Independent House/Villa,Gurgaon,1,4.0,4,3,6,1,36000.0,5000.0,180000000.0,2,1,4,South City 1,28.460089,77.066245,Luxury
8092,Residential Apartment,Gurgaon,1,2.0,4,3,1,12,16117.0,1365.0,22000000.0,2,2,2,Sector 60,28.39988,77.09654,Luxury
8093,Residential Apartment,Gurgaon,0,3.0,4,3,1,9,29.0,2403.0,72000.0,2,5,3,Sector 60,28.39988,77.09654,Luxury
8094,Residential Apartment,Gurgaon,0,2.0,1,5,6,13,33.0,1330.0,43500.0,3,8,2,Sector 113,28.532594,77.020297,Luxury
8095,Independent House/Villa,Gurgaon,1,3.0,1,3,5,15,10500.0,1579.0,16600000.0,3,15,3,Sector 113,28.532594,77.020297,Luxury
8096,Independent/Builder Floor,Gurgaon,1,4.0,4,1,6,4,71637.0,3078.0,24500000.0,2,2,4,Sector 57,28.4234414,77.0765927,Luxury
8097,Independent/Builder Floor,Gurgaon,1,4.0,4,1,6,4,73099.0,3078.0,25000000.0,2,1,4,Sector 57,28.4234414,77.0765927,Luxury
8098,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,91254.0,2367.0,24000000.0,2,1,4,Sector 57,28.4234414,77.0765927,Luxury
8099,Independent/Builder Floor,Gurgaon,1,3.0,4,5,6,4,92391.0,1656.0,17000000.0,2,4,3,Sector 57,28.4234414,77.0765927,Luxury
8100,Independent/Builder Floor,Gurgaon,1,3.0,4,5,6,4,95588.0,1836.0,19500000.0,2,4,3,Sector 57,28.4234414,77.0765927,Luxury
8101,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,96491.0,3078.0,33000000.0,2,1,4,Sector 57,28.4234414,77.0765927,Luxury
8102,Residential Apartment,Gurgaon,0,3.0,4,3,6,30,32.0,2000.0,65000.0,3,9,3,Sector 74,28.4164,77.01262,Luxury
8103,Residential Apartment,Gurgaon,1,3.0,4,1,1,11,14290.0,2974.0,42500000.0,3,4,3,Sector 59,28.401575,77.10647,Luxury
8104,Residential Apartment,Gurgaon,1,4.0,4,5,2,25,14839.0,2527.0,37500000.0,3,8,4,Sector 62,28.424718,77.038262,Luxury
8105,Residential Apartment,Gurgaon,1,3.0,0,1,5,20,8173.0,1790.0,12300000.0,3,7,3,Sector 37C,28.451194,76.989289,Luxury
8106,Residential Apartment,Gurgaon,0,4.0,4,5,1,34,58.0,4280.0,2500000.0,2,7,4,Sector 62,28.412644,77.088217,Luxury
8107,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,16753.0,2895.0,48500000.0,4,3,3,Sector 53,28.445927,77.099865,Luxury
8108,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,17098.0,2895.0,49500000.0,4,4,3,Sector 53,28.445927,77.099865,Luxury
8109,Residential Apartment,Gurgaon,0,3.0,4,5,1,25,31.0,1996.0,62000.0,4,9,3,Sector 62,28.424718,77.038262,Luxury
8110,Residential Apartment,Gurgaon,0,4.0,4,5,1,25,29.0,2527.0,75000.0,4,11,4,Sector 62,28.424718,77.038262,Luxury
8111,Residential Apartment,Gurgaon,1,3.0,4,4,1,12,13937.0,2583.0,36000000.0,3,2,3,Sector 28,28.475639,77.0823482,Luxury
8112,Residential Apartment,Gurgaon,1,2.0,4,5,1,51,15646.0,1470.0,23000000.0,3,3,2,Sector 67,28.391640123846,77.065127854166,Luxury
8113,Residential Apartment,Gurgaon,1,3.0,1,5,1,30,23913.0,2300.0,55000000.0,3,25,3,Sector 54,28.443185,77.108897,Luxury
8114,Residential Apartment,Gurgaon,1,4.0,0,0,5,28,12500.0,2570.0,32100000.0,4,11,4,Sector 113,28.522621253811,77.025486549749,Luxury
8115,Residential Apartment,Gurgaon,1,4.0,0,0,5,28,12500.0,2510.0,31400000.0,4,11,4,Sector 113,28.522621253811,77.025486549749,Luxury
8116,Residential Apartment,Gurgaon,1,4.0,4,3,5,38,15500.0,2717.0,42100000.0,4,10,3,Sector 106,28.4934496,76.999982,Luxury
8117,Residential Apartment,Gurgaon,1,3.0,4,3,5,38,15500.0,2600.0,40300000.0,3,9,3,Sector 106,28.4934496,76.999982,Luxury
8118,Residential Apartment,Gurgaon,1,3.0,0,3,5,36,11396.0,1665.0,19000000.0,2,8,3,Sector 113,28.522621253811,77.025486549749,Luxury
8119,Residential Apartment,Gurgaon,1,4.0,0,3,5,24,10109.0,2913.0,29400000.0,3,10,4,Sector 108,28.516331087497,76.995685046165,Luxury
8120,Residential Apartment,Gurgaon,1,3.0,0,3,5,24,15499.0,2343.0,23400000.0,2,8,3,Sector 108,28.516331087497,76.995685046165,Luxury
8121,Residential Apartment,Gurgaon,1,3.0,0,3,5,24,15544.0,1745.0,27100000.0,3,10,3,Sector 108,28.516331087497,76.995685046165,Luxury
8122,Residential Apartment,Gurgaon,1,3.0,0,0,5,34,7282.0,1900.0,13799999.999999998,3,7,3,Sector 106,28.509518516781,76.988676053722,Luxury
8123,Residential Apartment,Gurgaon,1,3.0,0,0,5,34,13500.0,2050.0,27700000.0,3,7,3,Sector 106,28.509518516781,76.988676053722,Luxury
8124,Residential Apartment,Gurgaon,1,3.0,0,1,1,25,9783.0,1942.0,19000000.0,4,14,3,Sector 102,28.4708012,76.9717289,Luxury
8125,Residential Apartment,Gurgaon,1,2.0,4,5,1,39,14965.0,1470.0,22000000.0,3,10,2,Sector 60,28.39988,77.09654,Luxury
