,PROPERTY_TYPE,CITY,LOCALITY,OWNTYPE,BEDROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,PRICE_SQFT,CARPET_SQFT,SUPERBUILTUP_SQFT,AREA,PRICE,BHK,LATITUDE,LONGITUDE,LUXURY
6782,Residential Apartment,Gurgaon,Sector 99,1,4.0,4.0,4,3,6,7,25.0,8000.0,,,2835,22700000.0,4.0,28.456319,76.961875,Semi-luxury
6783,Residential Apartment,Gurgaon,Sector 104,1,2.0,3.0,1,5,5,6,14.0,5040.0,634.82,,634,3200000.0,2.0,28.47878,76.99599,Semi-luxury
6784,Residential Apartment,Gurgaon,Sector 83,1,2.0,2.0,4,0,1,9,18.0,9500.0,1000.0,,1000,9500000.0,2.0,28.3993997,76.9703234,Semi-luxury
6785,Residential Apartment,Gurgaon,Sector 81,1,3.0,3.0,4,0,1,10,29.0,13157.0,2090.0,,2090,27500000.0,3.0,28.39181,76.949669,Semi-luxury
6786,Residential Apartment,Gurgaon,Sector 83,1,3.0,2.0,4,0,1,10,16.0,13306.0,1240.0,,1240,16500000.0,3.0,28.395494,76.9756004,Semi-luxury
6787,Independent/Builder Floor,Gurgaon,Malibu Town,1,3.0,3.0,4,0,3,1,3.0,10193.0,1550.0,,1550,15800000.0,3.0,28.425675,77.043508,Luxury
6788,Residential Apartment,Gurgaon,Sector 47,1,2.0,2.0,0,0,2,8,14.0,9558.0,,973.0,973,9300000.0,2.0,28.424906,77.041114,Semi-luxury
6789,Independent/Builder Floor,Gurgaon,Sector 49,1,4.0,2.0,4,5,6,1,4.0,12538.0,2592.0,,2592,32500000.0,4.0,28.4091958,77.0478112,Luxury
6790,Independent/Builder Floor,Gurgaon,Sector 49,1,4.0,2.0,4,5,6,1,4.0,11766.0,2592.0,,2592,30500000.0,4.0,28.4091958,77.0478112,Luxury
6791,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,4.0,2.0,0,5,6,1,4.0,13425.0,2160.0,,2160,29000000.0,4.0,28.47805,77.074159,Luxury
6792,Independent House/Villa,Gurgaon,Sector 33,1,5.0,4.0,4,3,1,,3.0,185393.0,,,4806,99000000.0,,28.428798,77.029648,Luxury
6793,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,4.0,2.0,4,5,6,1,4.0,12037.0,3240.0,,3240,39000000.0,4.0,28.47805,77.074159,Luxury
6794,Residential Apartment,Gurgaon,Nirvana Country,1,3.0,4.0,4,5,2,11,18.0,13435.0,2400.0,2605.0,2605,35000000.0,,28.414817,77.065124,Semi-luxury
6795,Independent/Builder Floor,Gurgaon,Sector 56,1,4.0,2.0,4,5,6,1,4.0,13310.0,2592.0,,2592,34500000.0,4.0,28.4256506,77.099613,Luxury
6796,Independent/Builder Floor,Gurgaon,Block C Sushant Lok Phase - 3,1,4.0,2.0,4,5,6,1,4.0,12962.0,2160.0,,2160,28000000.0,4.0,28.42024,77.07822,Luxury
6797,Independent House/Villa,Gurgaon,Sector 23,1,3.0,0.0,4,0,2,,2.0,162500.0,,,3240,58500000.0,3.0,28.510188,77.0612202,Luxury
6798,Residential Land,Gurgaon,Sector 102,4,,,0,5,0,,4.0,80000.0,,,540,4800000.0,,28.474861,76.976292,Semi-luxury
6799,Independent/Builder Floor,Gurgaon,Uppals Southend,1,2.0,2.0,4,0,3,3,3.0,8666.0,900.0,,900,7800000.0,2.0,28.4107213,77.0465652,Luxury
6800,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,2.0,4,0,6,3,4.0,12656.0,3200.0,,3200,40500000.0,4.0,28.4056704,77.070837,Luxury
6801,Residential Apartment,Gurgaon,Sector 89,1,3.0,2.0,2,5,5,5,24.0,4304.0,645.0,999.0,999,4300000.0,3.0,28.416753,76.952606,Semi-luxury
6802,Residential Apartment,Gurgaon,Sector 79,1,2.0,2.0,4,6,5,6,14.0,11904.0,,1470.0,1470,17500000.0,2.0,28.35927,76.971745,Semi-luxury
6803,Residential Apartment,Gurgaon,Sector 79,1,3.0,3.0,4,5,6,8,20.0,8500.0,1650.0,2150.0,2150,18200000.0,,28.36235,76.97871,Semi-luxury
6804,Residential Apartment,Gurgaon,Sector-33 Sohna,1,3.0,4.0,2,1,6,4,11.0,16939.0,915.0,1789.0,1789,15500000.0,,28.420457,77.038483,Semi-luxury
6805,Independent/Builder Floor,Gurgaon,Malibu Town,1,3.0,2.0,4,3,6,1,3.0,6593.0,3200.0,4095.0,4095,27000000.0,3.0,28.425675,77.043508,Luxury
6806,Residential Apartment,Gurgaon,Sector 72,1,4.0,3.0,4,5,6,11,40.0,19166.0,3000.0,3300.0,3300,57500000.0,4.0,28.402309427353,77.036047802092,Semi-luxury
6807,Residential Apartment,Gurgaon,Sector 62,1,2.0,2.0,4,5,6,22,32.0,19583.0,1200.0,1508.26,1508,23500000.0,2.0,28.40356,77.085012,Semi-luxury
6808,Residential Apartment,Gurgaon,Sector 62,1,3.0,4.0,4,5,6,14,32.0,15841.0,2200.0,2525.0,2525,40000000.0,3.0,28.40356,77.085012,Semi-luxury
6809,Residential Apartment,Gurgaon,Sector 59,1,3.0,4.0,1,5,1,25,30.0,18425.0,2500.0,2985.0,2985,55000000.0,3.0,28.409463,77.108186,Semi-luxury
6810,Residential Apartment,Gurgaon,DLF Phase 5,1,3.0,2.0,4,5,2,7,14.0,15874.0,,1430.0,1430,22700000.0,3.0,28.447043,77.095211,Semi-luxury
6811,Independent/Builder Floor,Gurgaon,Sector 51,1,3.0,3.0,4,3,6,G,4.0,90566.0,2367.0000000002365,2385.0000000002383,2385,24000000.0,3.0,28.426562,77.068043,Luxury
6812,Residential Apartment,Gurgaon,Sector 62,1,2.0,2.0,4,3,6,10,32.0,15580.0,,1508.26,1508,23500000.0,,28.40356,77.085012,Semi-luxury
6813,Residential Apartment,Gurgaon,Sector 62,1,3.0,4.0,4,2,6,10,32.0,16107.0,,2588.79,2588,41700000.0,,28.40356,77.085012,Semi-luxury
6814,Independent/Builder Floor,Gurgaon,South City 1,1,4.0,2.0,4,5,6,2,4.0,98000.0,4158.000000000416,4500.00000000045,4500,49000000.0,4.0,28.460089,77.066245,Luxury
6815,Independent House/Villa,Gurgaon,Ashok Vihar Phase 1,1,2.0,2.0,4,0,3,,2.0,100000.0,,,990,11000000.0,2.0,28.47965,77.0065,Luxury
6816,Independent House/Villa,Gurgaon,Sector 66,1,5.0,4.0,4,5,1,,4.0,350000.0,,,3240,126000000.0,,28.399559,77.061027,Luxury
6817,Independent House/Villa,Gurgaon,Sector 48,1,4.0,4.0,4,1,2,,3.0,213333.0,,,6750,160000000.0,,28.463784,77.062503,Luxury
6818,Independent House/Villa,Gurgaon,Sector 66,1,4.0,4.0,4,5,1,,4.0,357142.0,,,3150,125000000.0,,28.399559,77.061027,Luxury
6819,Residential Apartment,Gurgaon,Sector 63A,1,3.0,4.0,4,3,5,4,4.0,114556.0,2844.000000000284,,2844,36200000.0,3.0,28.3990776,77.1020169,Semi-luxury
6820,Residential Apartment,Gurgaon,Sector 36A,1,3.0,4.0,4,1,5,19,34.0,13002.0,,2538.0,2538,33000000.0,,28.430479,76.959579,Semi-luxury
6821,Residential Apartment,Gurgaon,Sector 42,1,3.0,4.0,4,1,2,G,28.0,19197.0,3490.0,,3490,67000000.0,,28.458224,77.099668,Semi-luxury
6822,Residential Apartment,Gurgaon,Sector 36A,1,3.0,3.0,4,1,5,10,34.0,13157.0,,1976.0,1976,26000000.0,,28.430479,76.959579,Semi-luxury
6823,Residential Apartment,Gurgaon,Sector 36A,1,2.0,3.0,4,3,5,20,34.0,13387.0,,1479.0,1479,19800000.0,,28.430479,76.959579,Semi-luxury
6824,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,2.0,4,4,6,2,3.0,16071.0,2800.0,3940.0,3940,45000000.0,4.0,28.4056704,77.070837,Luxury
6825,Residential Apartment,Gurgaon,Sector 49,1,4.0,4.0,4,1,1,9,12.0,10416.0,1750.0,2016.0,2016,21000000.0,4.0,28.4091958,77.0478112,Semi-luxury
6826,Residential Apartment,Gurgaon,Sohna,1,2.0,2.0,4,6,1,6,14.0,11139.0,790.0,1275.0,1275,8800000.0,2.0,28.286932,77.069609,Semi-luxury
6827,Residential Apartment,Gurgaon,Sohna,1,2.0,4.0,4,1,6,14,17.0,11177.0,697.83,1210.0,1210,7800000.0,2.0,28.271733,77.066216,Semi-luxury
6828,Residential Apartment,Gurgaon,Sector 70A,4,1.0,1.0,2,0,6,2,7.0,4250.0,200.0,,200,8500000.0,,28.3827247,77.0170901,Semi-luxury
6829,Residential Apartment,Gurgaon,Sector 72,1,3.0,2.0,4,5,1,4,16.0,8860.0,1025.0,1975.0,1975,17500000.0,3.0,28.4145671,77.0290995,Semi-luxury
6830,Independent/Builder Floor,Gurgaon,Sector 65,1,3.0,3.0,4,7,2,G,3.0,10905.0,1200.0,2430.0,2430,26500000.0,3.0,28.403814,77.066332,Luxury
6831,Residential Apartment,Gurgaon,Sector 3,1,2.0,2.0,4,7,5,7,17.0,9342.0,,1445.0,1445,13500000.0,,28.483961,77.013514,Semi-luxury
6832,Independent/Builder Floor,Gurgaon,Sector 37D,1,3.0,3.0,4,1,5,2,5.0,7511.0,,2250.0,2250,16900000.0,3.0,28.444091,76.967096,Luxury
6833,Residential Apartment,Gurgaon,Sector 37D,1,3.0,3.0,4,3,6,5,23.0,10049.0,,1811.0,1811,18200000.0,4.0,28.455542686641,76.9733897433,Semi-luxury
6834,Residential Apartment,Gurgaon,Sector 37D,1,3.0,3.0,4,1,6,5,23.0,9461.0,,1691.0,1691,16000000.0,3.0,28.455542686641,76.9733897433,Semi-luxury
6835,Independent House/Villa,Gurgaon,Sector 27,1,8.0,4.0,4,5,1,,3.0,265779.0,,,2367,69900000.0,,28.465767,77.091674,Luxury
6836,Residential Apartment,Gurgaon,Sector 37D,1,4.0,4.0,2,3,2,8,14.0,7000.0,2000.0,2450.0,2450,16500000.0,4.0,28.4547274,76.9758204,Semi-luxury
6837,Independent House/Villa,Gurgaon,Sector 46,1,4.0,4.0,4,1,2,,2.0,245000.0,900.0000000000899,,918,24500000.0,2.0,28.437288,77.059136,Luxury
6838,Independent/Builder Floor,Gurgaon,Sector 49,1,4.0,2.0,4,8,6,2,4.0,11725.0,2550.0,3240.0,3240,29900000.000000004,4.0,28.4091958,77.0478112,Luxury
6839,Residential Apartment,Gurgaon,Sector 3,1,2.0,2.0,4,5,5,8,17.0,8656.0,,1444.0,1444,12500000.0,,28.483961,77.013514,Semi-luxury
6840,Residential Apartment,Gurgaon,Sector 72,1,3.0,3.0,4,5,1,5,16.0,11510.0,1750.0,2085.0,2085,24000000.0,4.0,28.4145671,77.0290995,Semi-luxury
6841,Residential Apartment,Gurgaon,Sector 89,1,2.0,2.0,2,5,5,3,24.0,6046.0,645.0,1078.0,1078,3900000.0,3.0,28.416753,76.952606,Semi-luxury
6842,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,4.0,2.0,4,0,1,1,4.0,12222.0,4500.0,,4500,55000000.0,4.0,28.4889627,77.0866646,Luxury
6843,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,4.0,2.0,4,0,1,3,4.0,14648.0,3618.0,,3618,53000000.0,4.0,28.4889627,77.0866646,Luxury
6844,Residential Apartment,Gurgaon,Sector 108,1,4.0,3.0,1,5,5,4,24.0,16433.0,1581.0,2434.0,2434,40000000.0,,28.51417,76.983935,Semi-luxury
6845,Residential Apartment,Gurgaon,Sector 33,1,3.0,4.0,1,3,5,10,19.0,10967.0,2075.0,2365.0,2365,25900000.0,3.0,28.4388158,77.02766,Semi-luxury
6846,Residential Apartment,Gurgaon,Nirvana Country,1,4.0,4.0,4,5,2,6,17.0,13666.0,2700.0,3000.0,3000,41000000.0,,28.412919,77.069362,Semi-luxury
6847,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,2,5,5,48,48.0,13623.0,1420.0,1433.0,1433,19300000.0,,28.40614,77.06529,Semi-luxury
6848,Residential Apartment,Gurgaon,Sohna,1,2.0,4.0,4,1,6,13,17.0,10819.0,697.83,1210.0,1210,75500000.0,2.0,28.271733,77.066216,Semi-luxury
6849,Residential Apartment,Gurgaon,Sector 61,1,4.0,4.0,4,0,2,5,32.0,13725.0,2000.0,2550.0,2550,35000000.0,4.0,28.41474,77.09192,Semi-luxury
6850,Residential Apartment,Gurgaon,sector 58,1,3.0,1.0,4,0,2,4,29.0,17625.0,1600.0,2156.0,2156,38000000.0,3.0,28.412502,77.113072,Semi-luxury
6851,Independent House/Villa,Gurgaon,Sector 57,1,12.0,4.0,4,4,6,,4.0,348039.0,,,1836,71000000.0,,28.4234414,77.0765927,Luxury
6852,Independent House/Villa,Gurgaon,DLF Phase 1,1,5.0,4.0,1,4,1,,3.0,400000.0,,,4500,200000000.0,5.0,28.4754909,77.1032095,Luxury
6853,Residential Apartment,Gurgaon,DLF Phase 5,1,3.0,2.0,4,5,2,15,19.0,13950.0,,1362.0,1362,19000000.0,3.0,28.449635,77.095411,Semi-luxury
6854,Residential Apartment,Gurgaon,Sohna,1,2.0,4.0,4,1,6,3,17.0,11856.0,834.96,1465.0,1465,9900000.0,2.0,28.271733,77.066216,Semi-luxury
6855,Residential Apartment,Gurgaon,Sohna,1,3.0,4.0,4,3,6,11,17.0,11567.0,994.16,1730.0,1730,11500000.0,3.0,28.271733,77.066216,Semi-luxury
6856,Residential Apartment,Gurgaon,Sector 77,4,1.0,1.0,2,5,1,4,11.0,4750.0,200.0,270.0,270,9500000.0,,28.388365,76.979201,Semi-luxury
6857,Independent House/Villa,Gurgaon,DLF Phase 1,1,4.0,3.0,4,1,3,,2.0,306666.0,,,1350,46000000.0,,28.4754909,77.1032095,Luxury
6858,Independent/Builder Floor,Gurgaon,Mayfield Garden,1,4.0,2.0,4,4,2,1,4.0,7297.0,,,2124,15500000.0,,28.42414,77.06148,Luxury
6859,Residential Apartment,Gurgaon,Sector 66,1,4.0,4.0,4,5,2,7,12.0,14107.0,2200.0,2410.0,2410,34000000.0,,28.4014659,77.0531172,Semi-luxury
6860,Independent/Builder Floor,Gurgaon,Mayfield Garden,1,4.0,2.0,4,5,1,1,4.0,9629.0,,,2700,26000000.0,,28.42414,77.06148,Luxury
6861,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,2.0,2.0,4,0,6,1,2.0,6481.0,,,1620,11000000.0,,28.283817,77.077636,Luxury
6862,Independent House/Villa,Gurgaon,Sector 109,1,5.0,3.0,2,5,6,,3.0,200000.0,,,2475,65000000.0,,28.513368,76.996723,Luxury
6863,Independent/Builder Floor,Gurgaon,Sector 63,1,3.0,2.0,4,3,6,4,4.0,13888.0,,,2700,37500000.0,3.0,28.411794,77.06903,Luxury
6864,Residential Apartment,Gurgaon,Sector 102,1,2.0,2.0,4,3,6,7,26.0,12021.0,915.0,,915,11000000.0,2.0,28.4746969,76.9686267,Semi-luxury
6865,Residential Apartment,Gurgaon,Sector 102,1,2.0,2.0,4,3,6,7,16.0,10964.0,1368.0,,1368,15000000.0,2.0,28.4746969,76.9686267,Semi-luxury
6866,Independent/Builder Floor,Gurgaon,Sector 51,1,4.0,2.0,4,5,6,2,4.0,81673.0,4518.000000000452,,4518,41000000.0,4.0,28.426562,77.068043,Luxury
6867,Residential Apartment,Gurgaon,Sector 63,1,4.0,4.0,4,5,5,1,4.0,26333.0,1519.0,,1519,40000000.0,,28.411794,77.06903,Semi-luxury
6868,Residential Apartment,Gurgaon,Sector 63,1,4.0,4.0,4,5,5,3,4.0,25813.0,1476.0,,1476,38100000.0,,28.411794,77.06903,Semi-luxury
6869,Residential Apartment,Gurgaon,Sector 63,1,4.0,4.0,4,5,5,1,4.0,26451.0,1361.0,,1361,36000000.0,,28.411794,77.06903,Semi-luxury
6870,Residential Apartment,Gurgaon,Sector 72,1,4.0,4.0,4,5,2,32,40.0,13769.0,,2905.0,2905,40000000.0,,28.402309427353,77.036047802092,Semi-luxury
6871,Independent/Builder Floor,Gurgaon,Sector 50,1,4.0,3.0,4,0,6,2,4.0,9333.0,,,3150,29400000.0,,28.424305,77.061575,Luxury
6872,Independent/Builder Floor,Gurgaon,C Block Pocket I Mayfield Garden,1,3.0,2.0,0,1,1,1,4.0,100000.0,,,2700,30000000.0,,28.42046,77.0615,Luxury
6873,Residential Apartment,Gurgaon,Sector 37D,1,4.0,3.0,4,1,6,4,23.0,10000.0,,2191.0,2191,21900000.0,,28.455542686641,76.9733897433,Semi-luxury
6874,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,3.0,4,5,6,4,4.0,9900.0,4545.0,,4545,45000000.0,,28.426167,77.047648,Luxury
6875,Residential Apartment,Gurgaon,DLF Phase 4,1,3.0,2.0,2,4,3,16,20.0,16774.0,1550.0,1777.0,1777,26000000.0,3.0,28.4659526,77.0866517,Semi-luxury
6876,Independent/Builder Floor,Gurgaon,Malibu Town,1,3.0,2.0,4,3,1,1,4.0,12565.0,1910.0,,1910,24000000.0,3.0,28.4227216,77.0509984,Luxury
6877,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,4,2,6,7,32.0,16416.0,,2588.79,2588,42500000.0,3.0,28.40356,77.085012,Semi-luxury
6878,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,4.0,4.0,4,5,6,4,4.0,22222.0,1800.0,,1800,40000000.0,,28.4754909,77.1032095,Luxury
6879,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,4.0,4.0,4,5,6,2,4.0,23214.0,2800.0,,2800,65000000.0,,28.4754909,77.1032095,Luxury
6880,Independent/Builder Floor,Gurgaon,Sector 23,1,4.0,2.0,4,7,6,2,4.0,7764.0,3078.0,,3078,23900000.0,4.0,28.50949,77.04745,Luxury
6881,Residential Apartment,Gurgaon,Sector 31,1,3.0,2.0,4,5,1,4,8.0,10137.0,,1450.0,1450,14700000.0,3.0,28.453807,77.0492504,Semi-luxury
6882,Residential Apartment,Gurgaon,Sector 47,1,3.0,3.0,0,5,1,14,18.0,18218.0,,2470.0,2470,43500000.0,3.0,28.4266134,77.0545575,Semi-luxury
6883,Residential Apartment,Gurgaon,Sector 47,1,4.0,3.0,4,5,1,5,18.0,17900.0,,3715.0,3715,66500000.0,4.0,28.4266134,77.0545575,Semi-luxury
6884,Residential Apartment,Gurgaon,Sector 30,1,3.0,4.0,4,5,2,12,19.0,15202.0,,2368.0,2368,36000000.0,3.0,28.4527836,77.0460965,Semi-luxury
6885,Residential Apartment,Gurgaon,Sector 31,1,4.0,4.0,4,5,2,6,18.0,17838.0,,2943.0,2943,52500000.0,,28.453807,77.0492504,Semi-luxury
6886,Residential Apartment,Gurgaon,Sector 31,1,3.0,4.0,4,5,2,14,18.0,15577.0,,2311.0,2311,36000000.0,,28.4528547,77.0458288,Semi-luxury
6887,Residential Apartment,Gurgaon,Sector 41,1,3.0,2.0,4,5,2,7,18.0,12073.0,,2112.0,2112,25500000.0,3.0,28.4621632,77.0641639,Semi-luxury
6888,Residential Apartment,Gurgaon,Sector 67,1,2.0,1.0,4,3,1,6,13.0,11153.0,520.0,,800,5800000.0,2.0,28.386048,77.0607637,Semi-luxury
6889,Residential Apartment,Gurgaon,Sector 67,1,2.0,1.0,4,6,1,5,13.0,6875.0,520.0,800.0,800,5500000.0,2.0,28.3877864,77.0636607,Semi-luxury
6890,Independent/Builder Floor,Gurgaon,Sector 67,1,3.0,1.0,4,1,1,2,4.0,4375.0,1000.0,1600.0,1600,7000000.0,3.0,28.3848797,77.0657418,Luxury
6891,Independent House/Villa,Gurgaon,Sector 67,1,4.0,2.0,4,4,1,,4.0,55000.0,,,3600,22000000.0,4.0,28.386048,77.0607637,Luxury
6892,Independent House/Villa,Gurgaon,Sector 67A,1,4.0,2.0,4,3,5,,4.0,73333.0,,,2700,22000000.0,4.0,28.382146,77.055471,Luxury
6893,Residential Apartment,Gurgaon,Sector 47,1,6.0,4.0,4,3,1,17,18.0,10625.0,,8000.0,8000,85000000.0,4.0,28.4266134,77.0545575,Semi-luxury
6894,Residential Apartment,Gurgaon,Sector 47,1,3.0,3.0,4,3,1,9,18.0,17813.0,,2470.0,2470,43300000.0,4.0,28.4266134,77.0545575,Semi-luxury
6895,Residential Apartment,Gurgaon,Sector 31,1,4.0,4.0,4,3,2,G,18.0,12159.0,,4400.0,4400,53500000.0,,28.453807,77.0492504,Semi-luxury
6896,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,3.0,4,4,6,3,4.0,13000.0,2000.0,,2000,26000000.0,,28.425675,77.043508,Luxury
6897,Residential Apartment,Gurgaon,Sector 84,1,2.0,4.0,4,0,1,11,21.0,7017.0,,1425.0,1425,10000000.0,,28.4081658,76.9628658,Semi-luxury
6898,Residential Apartment,Gurgaon,Sector 84,1,3.0,3.0,4,0,1,12,21.0,6878.0,,1890.0,1890,13000000.0,,28.4081658,76.9628658,Semi-luxury
6899,Residential Apartment,Gurgaon,Sector 84,1,2.0,2.0,4,3,1,7,14.0,7272.0,550.0,583.0,583,4000000.0,,28.408131,76.964322,Semi-luxury
6900,Residential Apartment,Gurgaon,Sector 66,1,4.0,4.0,1,7,6,10,17.0,15586.0,,3625.0,3625,69000000.0,4.0,28.401406,77.050549,Semi-luxury
6901,Residential Apartment,Gurgaon,Sector 65,1,3.0,2.0,4,0,1,1,3.0,16487.0,1395.0,,1395,23000000.0,,28.407289,77.069686,Semi-luxury
6902,Residential Apartment,Gurgaon,Sector 65,1,4.0,3.0,4,0,1,G,3.0,12962.0,1750.0,2700.0,2700,35000000.0,,28.407289,77.069686,Semi-luxury
6903,Residential Apartment,Gurgaon,Sector 48,1,3.0,2.0,4,3,2,8,14.0,11049.0,,1810.0,1810,25500000.0,3.0,28.40622,77.042469,Semi-luxury
6904,Independent/Builder Floor,Gurgaon,Malibu Town,1,3.0,2.0,4,4,6,4,4.0,13000.0,2000.0,,2000,26000000.0,,28.425675,77.043508,Luxury
6905,Residential Apartment,Gurgaon,Sector 65,1,3.0,3.0,4,3,5,14,34.0,14471.0,,2004.0,2004,29000000.0,2.0,28.40614,77.06529,Semi-luxury
6906,Residential Apartment,Gurgaon,Sector 65,1,3.0,3.0,4,3,5,14,34.0,13949.0,,1828.0,1828,25500000.0,2.0,28.40614,77.06529,Semi-luxury
6907,Residential Apartment,Gurgaon,Sector 65,1,2.0,3.0,4,3,5,12,34.0,13956.0,,1433.0,1433,20000000.0,2.0,28.40614,77.06529,Semi-luxury
6908,Residential Apartment,Gurgaon,Sector 65,1,2.0,3.0,4,3,5,10,34.0,13957.0,,1261.0,1261,17600000.0,2.0,28.40614,77.06529,Semi-luxury
6909,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,4,3,6,12,32.0,16223.0,,2588.79,2588,42000000.0,2.0,28.40356,77.085012,Semi-luxury
6910,Residential Apartment,Gurgaon,Sector 62,1,2.0,2.0,4,3,6,8,32.0,16044.0,,1508.26,1508,24200000.0,2.0,28.40356,77.085012,Semi-luxury
6911,Residential Apartment,Gurgaon,Sector 84,1,3.0,3.0,4,0,1,10,15.0,6444.0,,2250.0,2250,14500000.0,,28.4081658,76.9628658,Semi-luxury
6912,Residential Apartment,Gurgaon,Sector 84,1,3.0,2.0,4,0,1,5,21.0,7038.0,,1918.0,1918,13500000.0,,28.4081658,76.9628658,Semi-luxury
6913,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,3.0,4,3,1,2,3.0,71428.0,3150.000000000315,,3150,25000000.0,4.0,28.407289,77.069686,Luxury
6914,Residential Apartment,Gurgaon,Sector 106,1,3.0,3.0,4,5,1,11,24.0,10263.0,1173.0,1900.0,1900,19500000.0,3.0,28.5033,76.99743,Semi-luxury
6915,Residential Apartment,Gurgaon,Sector 41,1,3.0,1.0,4,7,3,10,18.0,10464.0,1900.0,2112.0,2112,22100000.0,3.0,28.461886,77.064177,Semi-luxury
6916,Residential Apartment,Gurgaon,Sector 99,1,2.0,4.0,4,5,1,11,25.0,7326.0,795.13,1365.0,1365,10000000.0,2.0,28.456319,76.961875,Semi-luxury
6917,Residential Apartment,Gurgaon,Sector 103,1,3.0,4.0,4,5,2,15,18.0,8150.0,,2000.0,2000,16299999.999999998,3.0,28.499023,76.983105,Semi-luxury
6918,Residential Apartment,Gurgaon,Sector 102,1,3.0,4.0,4,5,1,10,14.0,9753.0,1255.73,2025.0,2025,19800000.0,3.0,28.479934,76.969137,Semi-luxury
6919,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,1,11,14.0,9939.0,1022.58,1650.0,1650,16399999.999999998,3.0,28.472552,76.9655,Semi-luxury
6920,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,3.0,4,5,1,2,3.0,13428.0,1750.0,,1750,23500000.0,3.0,28.4056704,77.070837,Luxury
6921,Residential Apartment,Gurgaon,Sector 113,1,3.0,3.0,4,5,5,25,25.0,12597.0,2691.0,,2691,33900000.0,3.0,28.532594,77.020297,Semi-luxury
6922,Residential Apartment,Gurgaon,Sector 106,1,3.0,3.0,4,5,5,9,34.0,14501.0,1855.0,,1855,26900000.0,3.0,28.509518516781,76.988676053722,Semi-luxury
6923,Residential Apartment,Gurgaon,Sector 106,1,3.0,4.0,4,5,5,6,34.0,14150.0,1855.0,,1855,26300000.0,3.0,28.509518516781,76.988676053722,Semi-luxury
6924,Residential Apartment,Gurgaon,Sector 109,1,3.0,3.0,4,5,2,12,29.0,10978.0,,2095.0,2095,23000000.0,3.0,28.508602,77.002116,Semi-luxury
6925,Residential Apartment,Gurgaon,Sector 104,1,3.0,3.0,4,5,5,31,35.0,10035.0,1082.2,1689.0,1689,17000000.0,3.0,28.484795,76.999036,Semi-luxury
6926,Residential Apartment,Gurgaon,Sector 113,1,4.0,4.0,4,5,1,23,24.0,9520.0,,6565.0,6565,62500000.0,4.0,28.53268,77.018094,Semi-luxury
6927,Residential Apartment,Gurgaon,Sector 106,1,2.0,4.0,4,5,1,10,24.0,7870.0,845.0,1385.0,1385,10900000.0,2.0,28.499693,76.999962,Semi-luxury
6928,Residential Apartment,Gurgaon,Sector 103,1,3.0,4.0,4,5,1,10,18.0,8300.0,,2000.0,2000,16600000.0,3.0,28.499023,76.983105,Semi-luxury
6929,Residential Apartment,Gurgaon,Sector 102,1,3.0,1.0,4,5,1,1,14.0,9629.0,1255.73,2025.0,2025,19500000.0,3.0,28.479934,76.969137,Semi-luxury
6930,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,1,8,14.0,10121.0,1022.58,1650.0,1650,16700000.0,3.0,28.472552,76.9655,Semi-luxury
6931,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,1,4,24.0,11964.0,,1889.0,1889,22599999.999999996,3.0,28.481127,76.973756,Semi-luxury
6932,Residential Apartment,Gurgaon,Sector 104,1,3.0,4.0,4,3,1,26,27.0,8711.0,,2290.0,2290,20000000.0,3.0,28.47844,76.98611,Semi-luxury
6933,Residential Apartment,Gurgaon,Sector 65,1,4.0,3.0,4,1,6,G,3.0,11666.0,,3600.0,3600,42000000.0,4.0,28.4056704,77.070837,Semi-luxury
6934,Residential Apartment,Gurgaon,Sector 76,1,2.0,2.0,2,5,6,8,14.0,8661.0,635.0,,635,5500000.0,2.0,28.393738,76.9916675,Semi-luxury
6935,Residential Apartment,Gurgaon,Sector 37C,1,2.0,1.0,4,7,1,5,11.0,7354.0,516.67,,516,3800000.0,2.0,28.449911,76.98362,Semi-luxury
6936,Residential Apartment,Gurgaon,Sector 67A,1,2.0,2.0,2,0,6,3,17.0,10000.0,600.0,,600,6000000.0,2.0,28.382146,77.055471,Semi-luxury
6937,Residential Apartment,Gurgaon,Sector 66,1,4.0,4.0,4,3,1,8,12.0,13858.0,,2410.0,2410,33400000.0,4.0,28.4014659,77.0531172,Semi-luxury
