,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PRICE_SQFT,AREA,SUPERBUILTUP_SQFT,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,CARPET_SQFT,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
95,Residential Apartment,Hyderabad,1,2.0,2,3,5,5.0,"24,17,6,20,21",3000.0,1050.0,1050.01945952,31500000.0,2.0,2,2,Manikonda,17.519349,78.399539,Luxury,1049.98054048,0,0,0,0,1,0,0,1,0,0,0
96,Residential Apartment,Hyderabad,1,3.0,0,4,5,14.0,"1,12,3,26,6,9,40,41,20,21",6200.0,1754.0,1753.97919968,10900000.0,2.0,13,3,Manikonda,17.4944038,78.5933196,Luxury,1753.97919968,1,0,1,0,1,1,1,1,0,0,0
97,Residential Apartment,Hyderabad,1,3.0,4,3,2,5.0,"23,12,26,17,39,19,1,3,5,6,9,40,41,20,42,31,21",9625.0,1818.0,1818.02446656,17500000.0,3.0,3,3,Manikonda,17.444521,78.442744,Luxury,1817.97553344,1,0,1,0,1,1,1,1,0,0,1
98,Residential Apartment,Hyderabad,1,2.0,2,0,2,5.0,19,8629.0,927.0,926.9879636480001,8000000.0,2.0,5,2,Manikonda,17.465823,78.407845,Budget,926.9879636480001,0,0,0,0,0,0,0,0,0,0,0
99,Residential Apartment,Hyderabad,1,3.0,2,3,6,15.0,"23,45,12,24,26,17,29,19,1,3,5,6,9,40,41,20,42,21",9450.0,2385.0,2384.959627328,22500000.0,4.0,8,3,Manikonda,17.4875547,78.5573109,Luxury,2384.959627328,1,0,1,0,1,1,1,1,0,1,0
100,Residential Apartment,Hyderabad,1,2.0,2,0,5,10.0,"1,12,3,26,21",7080.0,918.0,917.946278912,6500000.0,1.0,5,2,Manikonda,0.0,0.0,Luxury,917.946278912,1,0,1,0,0,0,1,1,0,0,0
101,Residential Apartment,Hyderabad,1,3.0,4,1,1,31.0,"44,33,23,12,24,25,47,26,17,29,19,1,3,5,6,9,40,30,41,20,42,31,21,32",11000.0,1695.0,1694.992970688,18600000.0,1.0,G,3,Manikonda,17.360594,78.377846,Luxury,1694.992970688,1,0,1,0,1,1,1,1,1,1,0
102,Independent House/Villa,Secunderabad,1,4.0,2,0,5,3.0,"23,5,6,19",132978.0,1692.0,1691.979075776,23800000.0,2.0,,,Manikonda,17.56664,78.485091,Luxury,1691.979075776,0,0,0,0,1,0,0,0,0,0,0
103,Farm House,Hyderabad,1,2.0,1,0,6,1.0,"24,25,26,19",13223.0,5445.0,5445.031714944001,8000000.0,2.0,,,Manikonda,17.4478104,78.5263305,Luxury,5444.968285055999,0,0,0,0,0,0,0,0,1,0,0
104,Residential Land,Hyderabad,1,,0,3,0,3.0,"23,24,5",32000.0,1800.0,1800.048736192,6400000.0,,,,Manikonda,17.4295317,78.41266,Luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
105,Independent House/Villa,Hyderabad,1,3.0,1,4,1,2.0,"23,45,12,24,26,19,1,3,5,6,8,9,42",11627.0,1800.0,1800.048736192,25000000.0,1.0,,,Manikonda,17.2494091,78.4183466,Luxury,1799.951263808,1,0,1,0,1,1,1,0,0,0,0
106,Independent House/Villa,Secunderabad,1,9.0,0,1,1,5.0,24,5400.0,11000.0,10999.962955072,59500000.0,1.0,,,Manikonda,17.5564,78.36389,Semi-luxury,10999.962955072,0,0,0,0,0,0,0,0,0,0,0
107,Residential Apartment,Hyderabad,1,4.0,4,0,3,4.0,"24,5,21",4062.0,1600.0,1599.9476418559998,6500000.0,3.0,4,4,Manikonda,78.48667,17.38504,Luxury,1599.9476418559998,0,0,0,0,0,0,0,1,0,0,0
108,Residential Apartment,Hyderabad,1,2.0,2,3,5,5.0,"23,24,5,6,9,40,41,42,21",4500.0,1225.0,1225.0406426240002,5800000.0,1.0,1,2,Manikonda,17.71607,78.52229,Luxury,1224.9593573759998,0,0,0,0,1,1,0,1,0,0,0
109,Residential Apartment,Hyderabad,1,3.0,4,4,3,5.0,"23,47,25,26,17,39,9,40,41,20,42,21,32,43",7000.0,1320.0,1319.978332352,92400000.0,1.0,3,3,Manikonda,17.455021,78.302556,Luxury,1319.978332352,0,0,0,0,0,1,0,1,1,0,1
110,Residential Land,Secunderabad,1,,0,4,0,4.0,5,7083.0,4800.0,4799.950564672,34000000.0,,,,Manikonda,17.5179636,78.3813785,Budget,4799.950564672,0,0,0,0,0,0,0,0,0,0,0
111,Residential Apartment,Hyderabad,1,3.0,0,4,5,33.0,"1,3,21",6840.0,1353.0,1353.02353728,925500000.0,1.0,17,3,Manikonda,17.496027,78.545371,Semi-luxury,1352.97646272,1,0,1,0,0,0,0,1,0,0,0
112,Residential Apartment,Secunderabad,1,3.0,2,3,6,5.0,"24,26,5,20,21,43",4916.0,1790.0,1790.0382995200002,8800000.0,3.0,3,3,Manikonda,78.48667,17.38504,Luxury,1789.9617004799998,0,0,0,0,0,0,0,1,0,0,0
113,Residential Land,Hyderabad,1,,0,4,0,3.0,24,35000.0,1980.0,1980.02131808,7700000.0,,,,Manikonda,17.5330867548758,78.2682745858627,Semi-luxury,1979.97868192,0,0,0,0,0,0,0,0,0,0,0
114,Residential Land,Secunderabad,1,,0,0,0,4.0,"23,24,5",9000.0,2250.0,2249.980190912,22500000.0,,,,Manikonda,17.40223,78.3444,Luxury,2249.980190912,0,0,0,0,0,0,0,0,0,0,0
115,Residential Land,Hyderabad,1,,0,3,0,5.0,"23,24,26,5",13000.0,1350.0,1350.009642368,19500000.0,,,,Manikonda,17.045441,78.659479,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
116,Residential Apartment,Hyderabad,1,3.0,4,3,1,5.0,"12,1,3,5,17,6,29,19,21",6250.0,1680.0,1680.0311352320002,10500000.0,1.0,5,3,Manikonda,17.49479,78.39964,Luxury,1679.9688647679998,1,0,1,0,1,0,1,1,0,1,0
117,Residential Land,Hyderabad,1,,0,7,0,,"23,24,26",12500.0,3528.0,3527.979272704,5100000.0,,,,Manikonda,17.356247,78.678267,Luxury,3527.979272704,0,0,0,0,0,0,0,0,0,0,0
118,Residential Apartment,Hyderabad,1,3.0,0,3,1,12.0,"5,20,21",9030.0,1495.0,1494.999515456,13500000.0,1.0,9,3,Manikonda,17.450947,78.281192,Luxury,1494.999515456,0,0,0,0,0,0,0,1,0,0,0
119,Residential Apartment,Hyderabad,1,3.0,2,3,5,4.0,"24,6,17,21",6003.0,1725.0,1725.024280704,10200000.0,2.0,1,3,Manikonda,17.228693,78.577689,Luxury,1724.975719296,0,0,0,0,1,0,0,1,0,0,0
120,Residential Apartment,Hyderabad,1,3.0,2,3,5,35.0,"33,12,24,25,47,26,17,29,19,1,3,6,9,20,31,21",7700.0,1905.0,1904.9968625919998,16200000.000000002,2.0,35,3,Manikonda,17.280656,78.635099,Luxury,1904.9968625919998,1,0,1,0,1,1,1,1,1,1,0
121,Residential Apartment,Hyderabad,1,3.0,4,3,3,10.0,"33,23,12,25,47,39,29,1,3,5,6,9,40,30,41,20,42,31,21",7427.0,1683.0,1683.0450301440003,12200000.0,2.0,1,3,Manikonda,17.453653,78.302787,Luxury,1682.9549698559997,1,0,1,0,1,1,1,1,1,1,1
122,Residential Apartment,Hyderabad,1,2.0,2,3,5,5.0,"23,24,17,21",10714.0,840.0,840.0155676160001,9000000.0,1.0,5,2,Manikonda,17.180389,78.486736,Luxury,839.9844323839999,0,0,0,0,0,0,0,1,0,0,0
123,Independent House/Villa,Secunderabad,1,4.0,4,3,5,2.0,"45,5,28,17,8,40,41,42,32",11578.0,3800.0,3799.983288512,44000000.0,2.0,,,Manikonda,17.5362492,78.2396486,Luxury,3799.983288512,0,0,0,0,0,0,0,0,0,0,0
124,Residential Apartment,Hyderabad,1,3.0,2,3,5,17.0,"23,24,5,17,6,19,20,21",6100.0,1725.0,1725.024280704,10500000.0,2.0,4,3,Manikonda,17.47308,78.79704,Luxury,1724.975719296,0,0,0,0,1,0,0,1,0,0,0
125,Residential Apartment,Secunderabad,1,3.0,2,4,6,9.0,"1,12,3,26,6,29,20,31,21",10824.0,2230.0,2229.9593175679997,19700000.0,1.0,6,3,Manikonda,17.492624,78.5435,Luxury,2229.9593175679997,1,0,1,0,1,0,1,1,0,1,0
126,Independent House/Villa,Hyderabad,1,3.0,1,4,1,2.0,"44,23,45,24,46,25,47,26,28,29,30,32,12,39,19,1,3,5,6,8,9,40,41,42,43",14741.0,1650.0,1649.9998252159999,18500000.0,2.0,,,Manikonda,17.509668,78.196121,Luxury,1649.9998252159999,1,0,1,0,1,1,1,0,1,1,1
127,Independent House/Villa,Secunderabad,1,3.0,4,3,3,1.0,"24,25,26,5,6,19,8",46961.0,3258.0,3258.0203998720003,18000000.0,1.0,,,Manikonda,17.42169,78.21842,Luxury,3257.9796001279997,0,0,0,0,1,0,0,0,1,0,0
128,Residential Apartment,Hyderabad,1,1.0,2,5,1,5.0,"24,3,5,8,40,30,41,20,42,21",4400.0,625.0,624.952637824,27500000.0,1.0,3,1,Manikonda,17.6197,78.082693,Luxury,624.952637824,0,0,1,0,0,0,0,1,0,0,0
129,Residential Apartment,Hyderabad,1,3.0,2,4,6,5.0,"44,33,23,12,24,47,25,26,17,19,3,5,6,8,9,40,41,42,21,43",5454.0,1375.0,1374.981914496,749500000.0,2.0,2,3,Manikonda,17.3417656,78.5305907,Luxury,1374.981914496,0,0,1,0,1,1,1,1,1,0,0
130,Independent House/Villa,Hyderabad,1,2.0,2,3,5,1.0,"23,24,25,26,5,6,19,8",4683.0,1815.0,1815.010571648,7800000.0,2.0,,,Manikonda,17.16671518425292,78.29562544721442,Luxury,1814.989428352,0,0,0,0,1,0,0,0,1,0,0
131,Independent House/Villa,Hyderabad,1,6.0,1,4,2,4.0,"24,26,6",4218.0,6400.0,6400.005845632,27000000.0,4.0,,,Manikonda,17.461703,78.436274,Luxury,6399.994154368,0,0,0,0,1,0,0,0,0,0,0
132,Independent House/Villa,Hyderabad,1,4.0,2,4,6,2.0,"45,24,5,8,40",92500.0,200.0,199.99345523199997,18500000.0,2.0,,,Manikonda,17.5789054,78.4268758,Luxury,199.99345523199997,0,0,0,0,0,0,0,0,0,0,0
133,Residential Apartment,Secunderabad,1,3.0,1,3,1,10.0,"23,45,12,24,47,17,29,19,1,3,5,6,9,40,30,41,20,31,21,32",6071.0,1894.0,1894.017673984,11500000.0,4.0,5,3,Manikonda,17.96039,78.48343,Luxury,1893.982326016,1,0,1,0,1,1,1,1,0,1,0
134,Independent House/Villa,Hyderabad,1,5.0,2,3,6,3.0,"12,24,25,26,6,17,19,8,40,41",8476.0,1800.0,1800.048736192,32000000.0,1.0,,,Manikonda,17.468576,78.281361,Luxury,1799.951263808,0,0,0,0,1,0,1,0,1,0,0
135,Residential Land,Hyderabad,1,,0,3,0,2.0,24,30000.0,5643.0,5642.9800272,18800000.0,,,,Manikonda,17.4359437,78.3416731,Semi-luxury,5642.9800272,0,0,0,0,0,0,0,0,0,0,0
136,Residential Apartment,Secunderabad,1,3.0,2,0,6,14.0,"44,23,12,24,47,26,17,29,19,1,3,5,6,9,40,30,41,20,21,43",7213.0,1525.0,1525.030825472,11000000.0,1.0,7,3,Manikonda,17.38504,78.48667,Luxury,1524.969174528,1,0,1,0,1,1,1,1,0,1,0
137,Residential Apartment,Secunderabad,1,3.0,1,5,3,4.0,21,2833.0,1200.0,1199.960731392,3400000.0,1.0,G,3,Manikonda,17.6577589,78.5967949,Budget,1199.960731392,0,0,0,0,0,0,0,1,0,0,0
138,Residential Apartment,Hyderabad,1,3.0,1,3,1,22.0,"23,45,3,47,17,6,41,42,21",10555.0,2100.0,2100.03891904,19000000.0,2.0,8,3,Manikonda,17.5362492,78.2396486,Luxury,2099.96108096,0,0,1,0,1,0,0,1,0,0,0
139,Independent House/Villa,Hyderabad,1,6.0,2,6,6,3.0,"5,8",4179.0,3350.0,3350.0518337920003,14000000.0,2.0,,,Manikonda,17.48095,78.57034,Semi-luxury,3349.9481662079997,0,0,0,0,0,0,0,0,0,0,0
140,Residential Apartment,Hyderabad,1,3.0,2,3,5,5.0,"23,24,25,47,17,19,9,21",5500.0,1580.0,1580.034407616,86900000.0,3.0,5,3,Manikonda,17.4985957,78.5731826,Luxury,1579.965592384,0,0,0,0,0,1,0,1,1,0,0
141,Residential Apartment,Hyderabad,1,2.0,1,4,1,31.0,"44,23,45,24,25,47,26,28,29,30,31,10,33,12,17,19,1,3,5,6,9,40,41,20,42,21,43",12557.0,1314.0,1313.950542528,15500000.0,1.0,21,2,Manikonda,17.6197,78.082693,Luxury,1313.950542528,1,0,1,0,1,1,1,1,1,1,0
142,Residential Apartment,Hyderabad,1,3.0,1,4,1,5.0,"23,45,12,24,47,25,26,17,3,5,6,9,40,30,41,20,42,21,32,43",8956.0,1686.0,1685.951285952,15100000.0,2.0,3,3,Manikonda,16.5609,77.85031,Luxury,1685.951285952,0,0,1,0,1,1,1,1,1,0,0
143,Independent House/Villa,Hyderabad,2,2.0,4,1,2,1.0,"45,24,5,6,19",75878.0,1126.0,1126.012666944,8500000.0,1.0,,,Manikonda,17.5468498,78.3650231,Luxury,1125.987333056,0,0,0,0,1,0,0,0,0,0,0
144,Residential Apartment,Hyderabad,1,2.0,4,5,2,4.0,"23,24,5,21",3965.0,1160.0,1160.026623808,4600000.0,2.0,4,2,Manikonda,17.366353,78.58283,Luxury,1159.973376192,0,0,0,0,0,0,0,1,0,0,0
145,Residential Apartment,Hyderabad,1,2.0,2,0,1,5.0,"23,5,6,17,9,20,31,21",4770.0,1090.0,1089.953567104,5200000.0,1.0,5,2,Manikonda,17.428952,78.197469,Luxury,1089.953567104,0,0,0,0,1,1,0,1,0,0,0
146,Independent/Builder Floor,Hyderabad,1,2.0,2,4,3,2.0,24,3611.0,1800.0,1800.048736192,6500000.0,2.0,G,2,Manikonda,17.5587337,78.2674059,Semi-luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
147,Independent House/Villa,Secunderabad,1,4.0,4,4,3,2.0,"24,25,5,8",68181.0,1980.0,1980.02131808,15000000.0,1.0,,,Manikonda,17.4570123,78.3645684,Luxury,1979.97868192,0,0,0,0,0,0,0,0,1,0,0
148,Residential Apartment,Hyderabad,1,3.0,2,0,5,20.0,"12,1,3,26,6,21",5303.0,1367.0,1367.0166208,72500000.0,2.0,7,3,Manikonda,17.420439,78.361183,Luxury,1366.9833792,1,0,1,0,1,0,1,1,0,0,0
149,Residential Apartment,Hyderabad,1,3.0,2,4,6,30.0,"44,33,12,26,28,29,1,3,6,9,40,20,31,21",9109.0,1965.0,1964.9518435200002,17900000.0,2.0,23,3,Manikonda,17.49948,78.56325,Luxury,1964.9518435200002,1,0,1,0,1,1,1,1,0,1,0
150,Residential Apartment,Hyderabad,1,2.0,2,3,6,24.0,"44,23,12,24,25,26,17,29,19,1,3,5,6,8,9,40,30,41,20,31,42,21,43",12015.0,1290.0,1289.9470223360001,15500000.0,1.0,14,2,Manikonda,17.446213,78.393682,Luxury,1289.9470223360001,1,0,1,0,1,1,1,1,1,1,0
151,Residential Apartment,Hyderabad,1,2.0,4,0,1,6.0,"33,23,12,24,47,25,26,17,1,3,5,6,9,21",9705.0,1121.0,1120.953629056,10200000.0,2.0,3,2,Manikonda,0.0,0.0,Luxury,1120.953629056,1,0,1,0,1,1,1,1,1,0,0
152,Residential Land,Hyderabad,1,,0,3,0,,23,1722.0,1746.0,1746.013905984,2800000.0,,,,Manikonda,17.6415169517376,77.8465246295364,Budget,1745.986094016,0,0,0,0,0,0,0,0,0,0,0
153,Residential Apartment,Hyderabad,1,4.0,2,4,5,15.0,"23,24,5,17,6,19,21",4700.0,2715.0,2714.981120192,12500000.0,2.0,4,4,Manikonda,17.135408,78.427138,Luxury,2714.981120192,0,0,0,0,1,0,0,1,0,0,0
154,Residential Apartment,Hyderabad,1,4.0,4,4,3,5.0,"23,1,24,19,8,9,30,21,10",9756.0,4100.0,4099.97347136,40000000.0,0.0,5,4,Manikonda,17.42169,78.21842,Luxury,4099.97347136,1,0,0,0,0,1,0,1,0,0,0
155,Residential Apartment,Hyderabad,1,2.0,2,0,5,5.0,"24,9,40,41,20,42,21",4463.0,1053.0,1053.0333544320001,4700000.0,2.0,2,2,Manikonda,17.516921331619965,77.89804423183968,Luxury,1052.9666455679999,0,0,0,0,0,1,0,1,0,0,0
156,Residential Apartment,Hyderabad,1,3.0,2,0,5,5.0,"19,9,40,41,20,42,21",4466.0,1500.0,1499.95091424,6700000.0,3.0,1,3,Manikonda,17.47234,78.419588,Luxury,1499.95091424,0,0,0,0,0,1,0,1,0,0,0
157,Residential Apartment,Hyderabad,1,2.0,2,4,5,14.0,"23,12,24,26,17,19,1,3,6,9,41,20,21",4750.0,1200.0,1199.960731392,5900000.0,2.0,8,2,Manikonda,78.48667,17.38504,Luxury,1199.960731392,1,0,1,0,1,1,1,1,0,0,0
158,Residential Apartment,Hyderabad,1,3.0,4,3,2,5.0,"23,24,19,9,40,41,21",6518.0,1350.0,1350.009642368,8800000.0,1.0,3,3,Manikonda,17.441696,78.508641,Luxury,1349.990357632,0,0,0,0,0,1,0,1,0,0,0
159,Residential Apartment,Hyderabad,1,2.0,1,1,1,4.0,21,4644.0,1335.0,1335.047806912,6200000.0,2.0,3,2,Manikonda,17.3887844,78.348562,Budget,1334.952193088,0,0,0,0,0,0,0,1,0,0,0
160,Residential Apartment,Hyderabad,1,3.0,2,3,6,35.0,"33,23,12,26,17,19,1,3,5,6,9,40,30,41,20,42,21,10",9517.0,2259.0,2259.0218756480003,21500000.0,3.0,31,3,Manikonda,17.47078,78.30668,Luxury,2258.9781243519997,1,0,1,0,1,1,1,1,0,0,0
161,Residential Apartment,Hyderabad,1,2.0,1,3,6,5.0,"45,12,24,26,5,17,30,31,21",6167.0,1135.0,1134.946712576,7000000.0,1.0,2,2,Manikonda,17.372921,78.517049,Luxury,1134.946712576,0,0,0,0,0,0,1,1,0,0,0
162,Residential Apartment,Hyderabad,1,2.0,4,4,1,5.0,"44,23,45,12,24,47,25,17,19,1,3,5,9,21",7190.0,1210.0,1209.971168064,8700000.0,1.0,4,2,Manikonda,17.51069,78.547467,Luxury,1209.971168064,1,0,1,0,0,1,1,1,1,0,0
163,Independent House/Villa,Hyderabad,1,2.0,2,1,2,1.0,"24,6,39,30",61333.0,1350.0,1350.009642368,9200000.0,1.0,,,Manikonda,17.536121,78.289779,Luxury,1349.990357632,0,0,0,0,1,0,0,0,0,0,1
164,Residential Apartment,Hyderabad,1,2.0,4,0,3,5.0,N,6578.0,1140.0,1140.005750464,7500000.0,1.0,2,2,Manikonda,17.5090182,78.3001801,Budget,1139.994249536,0,0,0,0,0,0,0,0,0,0,0
165,Residential Apartment,Hyderabad,2,3.0,1,3,2,6.0,"23,24,5,21",7187.0,1600.0,1599.9476418559998,11500000.0,1.0,2,3,Manikonda,17.20869,78.47603,Luxury,1599.9476418559998,0,0,0,0,0,0,0,1,0,0,0
166,Independent House/Villa,Secunderabad,1,2.0,2,1,3,1.0,"24,47,19,40,41,43",39024.0,2767.0,2766.970807424,12000000.0,4.0,,,Manikonda,17.063734,78.488644,Luxury,2766.970807424,0,0,0,0,0,0,0,0,0,0,0
167,Residential Apartment,Hyderabad,1,3.0,4,3,1,5.0,"44,23,24,5,21",7936.0,1575.0,1574.975369728,12500000.0,2.0,3,3,Manikonda,17.5213398,78.3949566,Luxury,1574.975369728,0,0,0,0,0,0,0,1,0,0,0
168,Residential Apartment,Hyderabad,1,4.0,2,6,5,7.0,"23,45,24,3,26,19,9,40,42,21",4655.0,1901.0,1901.0142157440002,88500000.0,2.0,2,4,Manikonda,17.4164707,78.4382469,Luxury,1900.9857842559998,0,0,1,0,0,1,0,1,0,0,0
169,Residential Apartment,Secunderabad,1,2.0,1,3,6,5.0,"44,33,23,12,24,25,47,26,17,19,1,3,5,6,9,40,30,41,42,31,21,32,43",7007.0,842.0,841.953071488,5900000.0,2.0,2,2,Manikonda,17.620662,77.953509,Luxury,841.953071488,1,0,1,0,1,1,1,1,1,0,0
170,Residential Land,Hyderabad,1,,0,7,0,,"23,24,26",1322.0,2646.0,2645.984454528,3500000.0,,,,Manikonda,17.499527,78.4767399,Luxury,2645.984454528,0,0,0,0,0,0,0,0,0,0,0
171,Independent House/Villa,Hyderabad,1,6.0,0,0,2,2.0,N,88785.0,963.0,963.047063488,9700000.0,2.0,,,Manikonda,17.524382,78.427235,Budget,962.952936512,0,0,0,0,0,0,0,0,0,0,0
172,Residential Apartment,Hyderabad,1,3.0,2,4,3,5.0,"23,24,17,9,21",6000.0,1600.0,1599.9476418559998,9000000.0,2.0,3,3,Manikonda,17.407552,78.337696,Luxury,1599.9476418559998,0,0,0,0,0,1,0,1,0,0,0
173,Residential Apartment,Hyderabad,1,3.0,0,3,3,3.0,"24,5,9,40,41,42,21",3851.0,1350.0,1350.009642368,5200000.0,2.0,1,3,Manikonda,17.450436,78.424385,Luxury,1349.990357632,0,0,0,0,0,1,0,1,0,0,0
174,Residential Apartment,Hyderabad,1,2.0,4,4,3,5.0,"24,3,9,40,41,42,21",6589.0,1032.0,1032.043729152,7000000.0,2.0,1,2,Manikonda,17.4066129,78.3941767,Luxury,1031.956270848,0,0,1,0,0,1,0,1,0,0,0
175,Residential Apartment,Secunderabad,1,2.0,1,1,6,5.0,"33,23,12,1,24,47,26,17,6,19,21",6667.0,1140.0,1140.005750464,7600000.0,2.0,2,2,Manikonda,17.4769491,78.5598292,Luxury,1139.994249536,1,0,0,0,1,0,1,1,0,0,0
176,Residential Apartment,Hyderabad,1,3.0,2,3,5,45.0,"33,23,45,12,24,47,25,26,17,29,19,1,3,5,6,9,40,41,20,42,31,21,32,43",10666.0,3330.0,3330.0309604480003,24000000.0,1.0,37,3,Manikonda,17.3923634,78.3621784,Luxury,3329.9690395519997,1,0,1,0,1,1,1,1,1,1,0
177,Serviced Apartments,Secunderabad,1,2.0,4,4,6,15.0,"23,24,5,17,6,19,9,21",10866.0,1350.0,1350.009642368,8900000.0,2.0,4,2,Manikonda,17.6197,78.082693,Luxury,1349.990357632,0,0,0,0,1,1,0,1,0,0,0
178,Independent House/Villa,Secunderabad,0,6.0,4,0,1,,"23,5,6,19,8",179.0,3015.0,3014.9713030400003,60000.0,2.0,,,Manikonda,17.4664197,78.285342,Luxury,3014.9713030400003,0,0,0,0,1,0,0,0,0,0,0
179,Residential Apartment,Hyderabad,1,3.0,2,3,5,5.0,"44,24,5,17,29,19,40,21",6000.0,2200.0,2200.0356466559997,13200000.0,3.0,2,3,Manikonda,17.07139,78.205312,Luxury,2199.9643533440003,0,0,0,0,0,0,0,1,0,1,0
180,Residential Apartment,Hyderabad,1,3.0,4,3,6,5.0,"44,23,45,24,17,19,5,6,8,40,30,41,20,21,32",7300.0,1513.0,1512.975245824,12300000.0,2.0,5,3,Manikonda,17.50107,78.59508,Luxury,1512.975245824,0,0,0,0,1,0,0,1,0,0,0
181,Residential Land,Hyderabad,1,,0,4,0,3.0,"23,24,26,5",30000.0,1818.0,1818.02446656,60600000.0,,,,Manikonda,17.397083,78.371015,Luxury,1817.97553344,0,0,0,0,0,0,0,0,0,0,0
182,Residential Land,Hyderabad,3,,0,3,0,3.0,"23,26",59000.0,1350.0,1350.009642368,9000000.0,,,,Manikonda,17.07139,78.205312,Semi-luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
183,Residential Apartment,Hyderabad,1,3.0,2,4,6,22.0,"1,12,3,21",8334.0,2100.0,2100.03891904,17500000.0,2.0,16,3,Manikonda,17.4011618,78.37569,Semi-luxury,2099.96108096,1,0,1,0,0,0,1,1,0,0,0
184,Residential Apartment,Secunderabad,1,2.0,2,5,5,4.0,"23,24",6048.0,1240.0,1240.0024780800002,7500000.0,2.0,1,2,Manikonda,17.3697735,78.5618265,Semi-luxury,1239.9975219199998,0,0,0,0,0,0,0,0,0,0,0
185,Independent House/Villa,Secunderabad,1,2.0,4,4,3,,"24,19",90090.0,1998.0,1997.9970484480002,20000000.0,0.0,,,Manikonda,17.3923634,78.3621784,Semi-luxury,1997.9970484480002,0,0,0,0,0,0,0,0,0,0,0
186,Residential Apartment,Secunderabad,1,3.0,2,4,5,5.0,"23,24,5,19,40,21",7000.0,1593.0,1592.9511000960001,12500000.0,2.0,1,3,Manikonda,17.492871,78.239079,Luxury,1592.9511000960001,0,0,0,0,0,0,0,1,0,0,0
187,Residential Land,Secunderabad,1,,0,4,0,5.0,"23,24,26,5",77000.0,2250.0,2249.980190912,19200000.0,,,,Manikonda,17.16954,78.47093,Luxury,2249.980190912,0,0,0,0,0,0,0,0,0,0,0
188,Residential Apartment,Secunderabad,1,3.0,2,3,5,5.0,"44,23,24,26,17,6,28,19,40,41,42,21",5500.0,1960.0,1960.0004447360002,907500000.0,1.0,5,3,Manikonda,17.233562897673416,78.54189608906688,Luxury,1959.9995552639998,0,0,0,0,1,0,0,1,0,0,0
189,Residential Apartment,Hyderabad,1,2.0,4,5,3,3.0,"24,47,39,9,42",4511.0,870.0,870.046877632,392500000.0,2.0,G,2,Manikonda,17.4664197,78.285342,Luxury,869.953122368,0,0,0,0,0,1,0,0,0,0,1
190,Independent House/Villa,Hyderabad,1,4.0,2,3,6,2.0,"24,5",6346.0,2600.0,2600.0225571200003,16500000.0,2.0,,,Manikonda,17.626354,78.400816,Semi-luxury,2599.9774428799997,0,0,0,0,0,0,0,0,0,0,0
191,Residential Apartment,Hyderabad,1,2.0,4,3,3,4.0,"23,24,47,26,5,17,39,40,41,42,21",5184.0,1103.0,1102.977898688,5200000.0,2.0,3,2,Manikonda,17.591122,78.569709,Luxury,1102.977898688,0,0,0,0,0,0,0,1,0,0,1
192,Residential Apartment,Hyderabad,1,2.0,1,4,1,27.0,"23,12,24,25,47,26,17,29,19,1,3,5,6,9,40,41,20,21",10164.0,1279.0,1278.967833728,13000000.0,2.0,14,2,Manikonda,17.4664197,78.285342,Luxury,1278.967833728,1,0,1,0,1,1,1,1,1,1,0
193,Independent House/Villa,Hyderabad,0,4.0,1,4,6,3.0,"44,23,12,24,25,47,19,1,3,5,6,8,9",20.0,3650.0,3650.0420166400004,75000.0,3.0,,,Manikonda,17.620662,77.953509,Luxury,3649.9579833599996,1,0,1,0,1,1,1,0,1,0,0
194,Residential Apartment,Hyderabad,1,2.0,1,4,2,5.0,"5,20,21",7777.0,1150.0,1150.016187136,7000000.0,2.0,5,2,Manikonda,17.40223,78.3444,Luxury,1149.983812864,0,0,0,0,0,0,0,1,0,0,0
195,Independent House/Villa,Hyderabad,1,4.0,4,1,6,2.0,19,89506.0,1458.0,1457.97166368,13500000.0,2.0,,,Manikonda,17.411744,78.341175,Budget,1457.97166368,0,0,0,0,0,0,0,0,0,0,0
196,Residential Apartment,Hyderabad,1,2.0,2,4,6,5.0,"23,24,5,17,6,19,20,21",5420.0,1107.0,1106.9605455360002,6000000.0,1.0,4,2,Manikonda,17.529701,78.333031,Luxury,1106.9605455360002,0,0,0,0,1,0,0,1,0,0,0
197,Residential Apartment,Secunderabad,3,3.0,2,3,6,15.0,"12,1,3,6,20,21",6824.0,1685.0,1684.982534016,11500000.0,1.0,5,3,Manikonda,17.5316,78.26729,Luxury,1684.982534016,1,0,1,0,1,0,1,1,0,0,0
198,Residential Apartment,Hyderabad,1,3.0,4,3,3,7.0,"33,23,12,26,29,1,3,5,6,9,30,31,21",3514.0,1360.0,1360.02007904,479500000.0,1.0,2,3,Manikonda,17.4011618,78.37569,Luxury,1359.97992096,1,0,1,0,1,1,1,1,0,1,0
